ticker,date,code,open,high,low,close,adjclose,volume,gics_sector
AMZN,2020-03-02,AMZN_2020-03-02,95.32450103759766,97.72550201416016,93.5,97.69750213623048,97.69750213623048,135234000.0,Consumer Discretionary
AMZN,2020-03-03,AMZN_2020-03-03,98.76850128173828,99.81649780273438,94.40450286865234,95.44950103759766,95.44950103759766,150690000.0,Consumer Discretionary
AMZN,2020-03-04,AMZN_2020-03-04,97.32849884033205,98.9000015258789,96.0999984741211,98.79149627685548,98.79149627685548,95458000.0,Consumer Discretionary
AMZN,2020-03-05,AMZN_2020-03-05,96.6500015258789,98.03600311279295,95.5,96.20149993896484,96.20149993896484,94964000.0,Consumer Discretionary
AMZN,2020-03-06,AMZN_2020-03-06,93.75,95.5435028076172,93.4749984741211,95.05449676513672,95.05449676513672,105472000.0,Consumer Discretionary
AMZN,2020-03-09,AMZN_2020-03-09,88.69300079345703,93.13849639892578,88.06449890136719,90.03050231933594,90.03050231933594,156264000.0,Consumer Discretionary
AMZN,2020-03-10,AMZN_2020-03-10,93.54399871826172,94.7135009765625,90.90850067138672,94.59100341796876,94.59100341796876,142666000.0,Consumer Discretionary
AMZN,2020-03-11,AMZN_2020-03-11,92.89250183105467,93.56600189208984,90.0749969482422,91.04299926757812,91.04299926757812,112496000.0,Consumer Discretionary
AMZN,2020-03-12,AMZN_2020-03-12,86.0989990234375,88.25,83.75,83.83049774169922,83.83049774169922,226924000.0,Consumer Discretionary
AMZN,2020-03-13,AMZN_2020-03-13,87.75,89.31549835205078,84.03099822998047,89.25,89.25,176194000.0,Consumer Discretionary
AMZN,2020-03-16,AMZN_2020-03-16,82.07550048828125,87.97250366210938,81.30149841308594,84.4574966430664,84.4574966430664,178346000.0,Consumer Discretionary
AMZN,2020-03-17,AMZN_2020-03-17,88.77349853515625,92.88899993896484,84.46199798583984,90.39199829101562,90.39199829101562,218342000.0,Consumer Discretionary
AMZN,2020-03-18,AMZN_2020-03-18,87.5,92.08300018310548,87.25,91.5,91.5,192904000.0,Consumer Discretionary
AMZN,2020-03-19,AMZN_2020-03-19,93.0,97.25,91.63249969482422,94.04650115966795,94.04650115966795,207998000.0,Consumer Discretionary
AMZN,2020-03-20,AMZN_2020-03-20,96.31549835205078,97.8499984741211,91.0364990234375,92.30449676513672,92.30449676513672,196358000.0,Consumer Discretionary
AMZN,2020-03-23,AMZN_2020-03-23,91.3874969482422,95.97000122070312,90.5999984741211,95.1415023803711,95.1415023803711,156170000.0,Consumer Discretionary
AMZN,2020-03-24,AMZN_2020-03-24,97.5749969482422,97.75,95.01699829101562,97.00499725341795,97.00499725341795,142942000.0,Consumer Discretionary
AMZN,2020-03-25,AMZN_2020-03-25,96.03450012207033,97.51300048828124,94.28900146484376,94.29199981689452,94.29199981689452,129582000.0,Consumer Discretionary
AMZN,2020-03-26,AMZN_2020-03-26,95.0999984741211,97.82450103759766,94.4645004272461,97.77449798583984,97.77449798583984,124426000.0,Consumer Discretionary
AMZN,2020-03-27,AMZN_2020-03-27,96.54299926757812,96.989501953125,94.99600219726562,95.00499725341795,95.00499725341795,107758000.0,Consumer Discretionary
AMZN,2020-03-30,AMZN_2020-03-30,96.1415023803711,98.68150329589844,95.61699676513672,98.19750213623048,98.19750213623048,122522000.0,Consumer Discretionary
AMZN,2020-03-31,AMZN_2020-03-31,98.21749877929688,99.6510009765625,97.20050048828124,97.48600006103516,97.48600006103516,102472000.0,Consumer Discretionary
AMZN,2020-04-01,AMZN_2020-04-01,96.64849853515624,97.2480010986328,94.6500015258789,95.38500213623048,95.38500213623048,82438000.0,Consumer Discretionary
AMZN,2020-04-02,AMZN_2020-04-02,95.08200073242188,96.37650299072266,94.5,95.94149780273438,95.94149780273438,86720000.0,Consumer Discretionary
AMZN,2020-04-03,AMZN_2020-04-03,95.55750274658205,96.31649780273438,94.4574966430664,95.32949829101562,95.32949829101562,72198000.0,Consumer Discretionary
AMZN,2020-04-06,AMZN_2020-04-06,96.8000030517578,99.9260025024414,96.5009994506836,99.87950134277344,99.87950134277344,115464000.0,Consumer Discretionary
AMZN,2020-04-07,AMZN_2020-04-07,100.85549926757812,101.78600311279295,99.88099670410156,100.58000183105467,100.58000183105467,102280000.0,Consumer Discretionary
AMZN,2020-04-08,AMZN_2020-04-08,101.0500030517578,102.1999969482422,100.55750274658205,102.1500015258789,102.1500015258789,79546000.0,Consumer Discretionary
AMZN,2020-04-09,AMZN_2020-04-09,102.21499633789062,102.6500015258789,100.88300323486328,102.13800048828124,102.13800048828124,92930000.0,Consumer Discretionary
AMZN,2020-04-13,AMZN_2020-04-13,102.0,109.0,101.9000015258789,108.44349670410156,108.44349670410156,134334000.0,Consumer Discretionary
AMZN,2020-04-14,AMZN_2020-04-14,110.02349853515624,114.5999984741211,109.3105010986328,114.16600036621094,114.16600036621094,161744000.0,Consumer Discretionary
AMZN,2020-04-15,AMZN_2020-04-15,112.88400268554688,116.6685028076172,112.25,115.38400268554688,115.38400268554688,137332000.0,Consumer Discretionary
AMZN,2020-04-16,AMZN_2020-04-16,117.3000030517578,123.0500030517578,116.75,120.40950012207033,120.40950012207033,240764000.0,Consumer Discretionary
AMZN,2020-04-17,AMZN_2020-04-17,118.6165008544922,120.0,115.8010025024414,118.75,118.75,158600000.0,Consumer Discretionary
AMZN,2020-04-20,AMZN_2020-04-20,119.49749755859376,122.2490005493164,119.30249786376952,119.68049621582033,119.68049621582033,115414000.0,Consumer Discretionary
AMZN,2020-04-21,AMZN_2020-04-21,120.83049774169922,121.41549682617188,113.98300170898438,116.40599822998048,116.40599822998048,149534000.0,Consumer Discretionary
AMZN,2020-04-22,AMZN_2020-04-22,118.4499969482422,119.6999969482422,117.5500030517578,118.17449951171876,118.17449951171876,84244000.0,Consumer Discretionary
AMZN,2020-04-23,AMZN_2020-04-23,119.9990005493164,121.21099853515624,119.10399627685548,119.97250366210938,119.97250366210938,101332000.0,Consumer Discretionary
AMZN,2020-04-24,AMZN_2020-04-24,120.8499984741211,121.02149963378906,119.0999984741211,120.51100158691406,120.51100158691406,76498000.0,Consumer Discretionary
AMZN,2020-04-27,AMZN_2020-04-27,122.16000366210938,122.24400329589844,118.1500015258789,118.8000030517578,118.8000030517578,112912000.0,Consumer Discretionary
AMZN,2020-04-28,AMZN_2020-04-28,118.6050033569336,118.6750030517578,115.3000030517578,115.7040023803711,115.7040023803711,105388000.0,Consumer Discretionary
AMZN,2020-04-29,AMZN_2020-04-29,116.50050354003906,119.59449768066406,115.5,118.635498046875,118.635498046875,91832000.0,Consumer Discretionary
AMZN,2020-04-30,AMZN_2020-04-30,120.99199676513672,123.75,119.80049896240234,123.6999969482422,123.6999969482422,190692000.0,Consumer Discretionary
AMZN,2020-05-01,AMZN_2020-05-01,116.83999633789062,118.12200164794922,112.90950012207033,114.302001953125,114.302001953125,195452000.0,Consumer Discretionary
AMZN,2020-05-04,AMZN_2020-05-04,112.81900024414062,116.3489990234375,112.81900024414062,115.79949951171876,115.79949951171876,97318000.0,Consumer Discretionary
AMZN,2020-05-05,AMZN_2020-05-05,117.0,117.5500030517578,115.35649871826172,115.88999938964844,115.88999938964844,64850000.0,Consumer Discretionary
AMZN,2020-05-06,AMZN_2020-05-06,116.47200012207033,117.87249755859376,116.0,117.56300354003906,117.56300354003906,62356000.0,Consumer Discretionary
AMZN,2020-05-07,AMZN_2020-05-07,118.73899841308594,118.8000030517578,117.15550231933594,118.38050079345705,118.38050079345705,67928000.0,Consumer Discretionary
AMZN,2020-05-08,AMZN_2020-05-08,118.60700225830078,119.36199951171876,117.8499984741211,118.98049926757812,118.98049926757812,64132000.0,Consumer Discretionary
AMZN,2020-05-11,AMZN_2020-05-11,118.73500061035156,120.9834976196289,118.60549926757812,120.4499969482422,120.4499969482422,65184000.0,Consumer Discretionary
AMZN,2020-05-12,AMZN_2020-05-12,120.59249877929688,120.9499969482422,117.75,117.84750366210938,117.84750366210938,61498000.0,Consumer Discretionary
AMZN,2020-05-13,AMZN_2020-05-13,118.33999633789062,120.38500213623048,116.88999938964844,118.39600372314452,118.39600372314452,95658000.0,Consumer Discretionary
AMZN,2020-05-14,AMZN_2020-05-14,118.05049896240234,119.56849670410156,117.6604995727539,119.44249725341795,119.44249725341795,72962000.0,Consumer Discretionary
AMZN,2020-05-15,AMZN_2020-05-15,118.4260025024414,120.5500030517578,117.81849670410156,120.48899841308594,120.48899841308594,84700000.0,Consumer Discretionary
AMZN,2020-05-18,AMZN_2020-05-18,120.21749877929688,121.6500015258789,119.20050048828124,121.31300354003906,121.31300354003906,87144000.0,Consumer Discretionary
AMZN,2020-05-19,AMZN_2020-05-19,121.4915008544922,124.25,121.44850158691406,122.46649932861328,122.46649932861328,86410000.0,Consumer Discretionary
AMZN,2020-05-20,AMZN_2020-05-20,123.89350128173828,125.00050354003906,123.3635025024414,124.89700317382812,124.89700317382812,79962000.0,Consumer Discretionary
AMZN,2020-05-21,AMZN_2020-05-21,125.0,126.27249908447266,122.1269989013672,122.33699798583984,122.33699798583984,102288000.0,Consumer Discretionary
AMZN,2020-05-22,AMZN_2020-05-22,122.75050354003906,123.49250030517578,121.50650024414062,121.84400177001952,121.84400177001952,57342000.0,Consumer Discretionary
AMZN,2020-05-26,AMZN_2020-05-26,122.9000015258789,123.0999984741211,120.7030029296875,121.09300231933594,121.09300231933594,71364000.0,Consumer Discretionary
AMZN,2020-05-27,AMZN_2020-05-27,120.24949645996094,120.6790008544922,116.5,120.51950073242188,120.51950073242188,101138000.0,Consumer Discretionary
AMZN,2020-05-28,AMZN_2020-05-28,119.21649932861328,121.84850311279295,118.9114990234375,120.05500030517578,120.05500030517578,63804000.0,Consumer Discretionary
AMZN,2020-05-29,AMZN_2020-05-29,120.7969970703125,122.11849975585938,119.91000366210938,122.11849975585938,122.11849975585938,70198000.0,Consumer Discretionary
AMZN,2020-06-01,AMZN_2020-06-01,122.4000015258789,123.84649658203124,122.20850372314452,123.552001953125,123.552001953125,58578000.0,Consumer Discretionary
AMZN,2020-06-02,AMZN_2020-06-02,123.3499984741211,123.67649841308594,122.2655029296875,123.62049865722656,123.62049865722656,50598000.0,Consumer Discretionary
AMZN,2020-06-03,AMZN_2020-06-03,123.40049743652344,124.4000015258789,123.05850219726562,123.91999816894533,123.91999816894533,53420000.0,Consumer Discretionary
AMZN,2020-06-04,AMZN_2020-06-04,123.87149810791016,125.3769989013672,122.50050354003906,123.02999877929688,123.02999877929688,58974000.0,Consumer Discretionary
AMZN,2020-06-05,AMZN_2020-06-05,122.22550201416016,124.43250274658205,121.85649871826172,124.1500015258789,124.1500015258789,66128000.0,Consumer Discretionary
AMZN,2020-06-08,AMZN_2020-06-08,125.01000213623048,126.5,124.36699676513672,126.2030029296875,126.2030029296875,79414000.0,Consumer Discretionary
AMZN,2020-06-09,AMZN_2020-06-09,126.47200012207033,131.32150268554688,126.25,130.04299926757812,130.04299926757812,103520000.0,Consumer Discretionary
AMZN,2020-06-10,AMZN_2020-06-10,132.25,136.11749267578125,131.31300354003906,132.37249755859375,132.37249755859375,98920000.0,Consumer Discretionary
AMZN,2020-06-11,AMZN_2020-06-11,130.1750030517578,133.56900024414062,126.8115005493164,127.89800262451172,127.89800262451172,116002000.0,Consumer Discretionary
AMZN,2020-06-12,AMZN_2020-06-12,130.0605010986328,131.07400512695312,125.1675033569336,127.2509994506836,127.2509994506836,108722000.0,Consumer Discretionary
AMZN,2020-06-15,AMZN_2020-06-15,126.33000183105467,129.1999969482422,125.4000015258789,128.63400268554688,128.63400268554688,77302000.0,Consumer Discretionary
AMZN,2020-06-16,AMZN_2020-06-16,131.0,131.0,128.8000030517578,130.7635040283203,130.7635040283203,71712000.0,Consumer Discretionary
AMZN,2020-06-17,AMZN_2020-06-17,132.375,132.75,131.59100341796875,132.0489959716797,132.0489959716797,59186000.0,Consumer Discretionary
AMZN,2020-06-18,AMZN_2020-06-18,132.35049438476562,132.98199462890625,131.8054962158203,132.69900512695312,132.69900512695312,49756000.0,Consumer Discretionary
AMZN,2020-06-19,AMZN_2020-06-19,133.9040069580078,134.8715057373047,132.9499969482422,133.75050354003906,133.75050354003906,115540000.0,Consumer Discretionary
AMZN,2020-06-22,AMZN_2020-06-22,134.22500610351562,135.75,133.4499969482422,135.6909942626953,135.6909942626953,64176000.0,Consumer Discretionary
AMZN,2020-06-23,AMZN_2020-06-23,136.30099487304688,139.15550231933594,135.90199279785156,138.2205047607422,138.2205047607422,84634000.0,Consumer Discretionary
AMZN,2020-06-24,AMZN_2020-06-24,139.0,139.8000030517578,136.0500030517578,136.72000122070312,136.72000122070312,90532000.0,Consumer Discretionary
AMZN,2020-06-25,AMZN_2020-06-25,136.9774932861328,137.81149291992188,135.60699462890625,137.72900390625,137.72900390625,59374000.0,Consumer Discretionary
AMZN,2020-06-26,AMZN_2020-06-26,138.7530059814453,139.1284942626953,134.39999389648438,134.64349365234375,134.64349365234375,130016000.0,Consumer Discretionary
AMZN,2020-06-29,AMZN_2020-06-29,134.50050354003906,134.83999633789062,131.50399780273438,134.0189971923828,134.0189971923828,84468000.0,Consumer Discretionary
AMZN,2020-06-30,AMZN_2020-06-30,134.2534942626953,138.48150634765625,133.75149536132812,137.9409942626953,137.9409942626953,75394000.0,Consumer Discretionary
AMZN,2020-07-01,AMZN_2020-07-01,137.89950561523438,144.75,137.6999969482422,143.93499755859375,143.93499755859375,127268000.0,Consumer Discretionary
AMZN,2020-07-02,AMZN_2020-07-02,145.60049438476562,147.7779998779297,143.55499267578125,144.51499938964844,144.51499938964844,131868000.0,Consumer Discretionary
AMZN,2020-07-06,AMZN_2020-07-06,146.74850463867188,152.99400329589844,146.5,152.8520050048828,152.8520050048828,137612000.0,Consumer Discretionary
AMZN,2020-07-07,AMZN_2020-07-07,152.92750549316406,153.4774932861328,149.5,150.00599670410156,150.00599670410156,105150000.0,Consumer Discretionary
AMZN,2020-07-08,AMZN_2020-07-08,151.1304931640625,154.19850158691406,150.6215057373047,154.0554962158203,154.0554962158203,100752000.0,Consumer Discretionary
AMZN,2020-07-09,AMZN_2020-07-09,155.79949951171875,159.69400024414062,153.6999969482422,159.13150024414062,159.13150024414062,127774000.0,Consumer Discretionary
AMZN,2020-07-10,AMZN_2020-07-10,159.58799743652344,160.75,156.78500366210938,160.0,160.0,109720000.0,Consumer Discretionary
AMZN,2020-07-13,AMZN_2020-07-13,162.55299377441406,167.21449279785156,153.41949462890625,155.1999969482422,155.1999969482422,154408000.0,Consumer Discretionary
AMZN,2020-07-14,AMZN_2020-07-14,154.4499969482422,156.36900329589844,147.5,154.1999969482422,154.1999969482422,144638000.0,Consumer Discretionary
AMZN,2020-07-15,AMZN_2020-07-15,154.01150512695312,154.91749572753906,148.65899658203125,150.44349670410156,150.44349670410156,115778000.0,Consumer Discretionary
AMZN,2020-07-16,AMZN_2020-07-16,148.55299377441406,151.60000610351562,145.9114990234375,149.9949951171875,149.9949951171875,127884000.0,Consumer Discretionary
AMZN,2020-07-17,AMZN_2020-07-17,150.4499969482422,151.1999969482422,147.42250061035156,148.09849548339844,148.09849548339844,95226000.0,Consumer Discretionary
AMZN,2020-07-20,AMZN_2020-07-20,150.00999450683594,160.0679931640625,149.7010040283203,159.8419952392578,159.8419952392578,151964000.0,Consumer Discretionary
AMZN,2020-07-21,AMZN_2020-07-21,161.62449645996094,162.0290069580078,155.28599548339844,156.9145050048828,156.9145050048828,122426000.0,Consumer Discretionary
AMZN,2020-07-22,AMZN_2020-07-22,156.25,157.5,153.26300048828125,154.99549865722656,154.99549865722656,82084000.0,Consumer Discretionary
AMZN,2020-07-23,AMZN_2020-07-23,154.9134979248047,154.9134979248047,148.5,149.32749938964844,149.32749938964844,113138000.0,Consumer Discretionary
AMZN,2020-07-24,AMZN_2020-07-24,146.5,151.57899475097656,144.39999389648438,150.44549560546875,150.44549560546875,112648000.0,Consumer Discretionary
AMZN,2020-07-27,AMZN_2020-07-27,153.10000610351562,154.89999389648438,150.7884979248047,152.760498046875,152.760498046875,83410000.0,Consumer Discretionary
AMZN,2020-07-28,AMZN_2020-07-28,152.7135009765625,153.85450744628906,149.78799438476562,150.01649475097656,150.01649475097656,62534000.0,Consumer Discretionary
AMZN,2020-07-29,AMZN_2020-07-29,151.54949951171875,151.95799255371094,149.8385009765625,151.67649841308594,151.67649841308594,59482000.0,Consumer Discretionary
AMZN,2020-07-30,AMZN_2020-07-30,150.6999969482422,154.60000610351562,150.25,152.593994140625,152.593994140625,122566000.0,Consumer Discretionary
AMZN,2020-07-31,AMZN_2020-07-31,162.1999969482422,162.34100341796875,157.5500030517578,158.23399353027344,158.23399353027344,161710000.0,Consumer Discretionary
AMZN,2020-08-03,AMZN_2020-08-03,159.02549743652344,159.1999969482422,155.1999969482422,155.59449768066406,155.59449768066406,101494000.0,Consumer Discretionary
AMZN,2020-08-04,AMZN_2020-08-04,155.0605010986328,158.36199951171875,155.0605010986328,156.94149780273438,156.94149780273438,93886000.0,Consumer Discretionary
AMZN,2020-08-05,AMZN_2020-08-05,157.18850708007812,160.67950439453125,156.36500549316406,160.25149536132812,160.25149536132812,78330000.0,Consumer Discretionary
AMZN,2020-08-06,AMZN_2020-08-06,159.71800231933594,162.37350463867188,158.27149963378906,161.25,161.25,78812000.0,Consumer Discretionary
AMZN,2020-08-07,AMZN_2020-08-07,161.20050048828125,162.04049682617188,157.0334930419922,158.3730010986328,158.3730010986328,78722000.0,Consumer Discretionary
AMZN,2020-08-10,AMZN_2020-08-10,158.5155029296875,158.62550354003906,155.0760040283203,157.4080047607422,157.4080047607422,63346000.0,Consumer Discretionary
AMZN,2020-08-11,AMZN_2020-08-11,155.66000366210938,157.96099853515625,153.64999389648438,154.0334930419922,154.0334930419922,74362000.0,Consumer Discretionary
AMZN,2020-08-12,AMZN_2020-08-12,155.39999389648438,158.71949768066406,155.0709991455078,158.11199951171875,158.11199951171875,70442000.0,Consumer Discretionary
